Hanwha_ground_ghi,Hanwha_power,Qcells_ground_ghi,Qcells_power,Sanyo_ground_ghi,Sanyo_power,active_power_valid,actual_unique_timestamps,archive_http_verified,column_names,conservative_available_time_utc,continuous_L72_H144_windows,coverage_ratio,cycle_utc,dominant_interval_minutes,duplicate_timestamps,expected_timestamps,file_size_bytes,first_timestamp,forecast_lead_hours,gfs_ground_ghi_direction_accuracy,gfs_ground_ghi_mae_wm2,gfs_ground_ghi_pearson,gfs_pv_direction_accuracy,gfs_pv_power_pearson,grib_url,grid_distance_degrees,grid_latitude,grid_longitude,group,group_type,idx_url,inventory_line,issue_before_valid,last_timestamp,local_grib_path,local_idx_path,local_sample_day,malformed_physical_lines,missing_by_column,missing_timestamps,model,nominal_issue_time_utc,notes,official_object_last_modified,parsed_records,period,period_end,period_start,physical_lines,record_type,reverse_timestamps,sample_count,scenario,short_name,site,source,source_path,three_array_common_nwp,timezone_status,units,valid_time_acst,valid_time_utc,value,variable
,,,,,,8928,8928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8637,8637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8928,8928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-07,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8926,8927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8638,8638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8925,8928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8639,8639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8909,8909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,7658,7658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-01,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,5291,5291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8928,8928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8639,8639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8927,8928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8636,8636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8927,8927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-07,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8552,8552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8488,8491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8921,8922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8639,8639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8928,8928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,7539,7542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8061,8062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8908,8911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,7828,7831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8928,8928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8637,8637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8927,8928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8927,8927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8640,8640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8928,8928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8640,8640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8927,8927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,7132,7132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8049,8049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8884,8884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8629,8630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8922,8926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8497,8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8848,8849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8845,8846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8640,8640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,7526,8926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,7068,8544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,5901,7871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,6815,8875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,6287,8348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,5596,8262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,6768,8615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,7027,8922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,6614,8634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,7232,8925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,7895,8920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,7656,8632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,8183,8915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,7873,8640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,7468,8556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12,,,,PV_MONTH,,,,,Sanyo,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,,,,,,,
,,,,,,,,,timestamp|Active_Energy_Delivered_Received|Current_Phase_Average|Active_Power|Performance_Ratio|Wind_Speed|Weather_Temperature_Celsius|Weather_Relative_Humidity|Global_Horizontal_Radiation|Diffuse_Horizontal_Radiation|Wind_Direction|Weather_Daily_Rainfall|Radiation_Global_Tilted|Radiation_Diffuse_Tilted,,,,,5,0,,280469881,2010-02-18 14:35:00,,,,,,,,,,,,,,,,2026-02-19 23:55:00,,,,2,"{""Active_Energy_Delivered_Received"": 65906, ""Active_Power"": 65907, ""Current_Phase_Average"": 65906, ""Diffuse_Horizontal_Radiation"": 43546, ""Global_Horizontal_Radiation"": 43546, ""Performance_Ratio"": 606714, ""Radiation_Diffuse_Tilted"": 456254, ""Radiation_Global_Tilted"": 498381, ""Weather_Daily_Rainfall"": 43536, ""Weather_Relative_Humidity"": 43586, ""Weather_Temperature_Celsius"": 43596, ""Wind_Direction"": 45704, ""Wind_Speed"": 971095}",,,,,,1669409,,,,1669412,PV_FILE,0,,,,other,DKASC user-downloaded raw CSV,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\23 Calyxo.csv,,NAIVE; interpreted as ACST by validated project convention,,,,,
,,,,,,103751,105382,,,,,0.9997533394049788,,,,105408,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,2020,,,,PV_YEAR,,,,,other,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\23 Calyxo.csv,,,,,,,
,,,,,,99074,100539,,,,,0.9564212328767123,,,,105120,,,,,,,,,,,,,,,,,,,,,,,,4581,,,,,,2021,,,,PV_YEAR,,,,,other,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\23 Calyxo.csv,,,,,,,
,,,,,,100501,102901,,,,,0.9788907914764079,,,,105120,,,,,,,,,,,,,,,,,,,,,,,,2219,,,,,,2022,,,,PV_YEAR,,,,,other,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\23 Calyxo.csv,,,,,,,
,,,,,,95794,101810,,,,,0.9685121765601218,,,,105120,,,,,,,,,,,,,,,,,,,,,,,,3310,,,,,,2023,,,,PV_YEAR,,,,,other,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\23 Calyxo.csv,,,,,,,
,,,,,,86372,104252,,,,,0.9890330904675168,,,,105408,,,,,,,,,,,,,,,,,,,,,,,,1156,,,,,,2024,,,,PV_YEAR,,,,,other,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\23 Calyxo.csv,,,,,,,
,,,,,,8928,8928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01,,,,PV_MONTH,,,,,other,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\23 Calyxo.csv,,,,,,,
,,,,,,8352,8352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02,,,,PV_MONTH,,,,,other,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\23 Calyxo.csv,,,,,,,
,,,,,,8928,8928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03,,,,PV_MONTH,,,,,other,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\23 Calyxo.csv,,,,,,,
,,,,,,7032,8640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04,,,,PV_MONTH,,,,,other,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\23 Calyxo.csv,,,,,,,
,,,,,,8924,8928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05,,,,PV_MONTH,,,,,other,,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\23 Calyxo.csv,,,,,,,
